review_id,movie_id,author,content,rating
666193da58a1f88965b77e41,1022789,Hotplix,"""Inside Out 2"" is a heartwarming and imaginative sequel that successfully builds on the emotional depth of its predecessor. Directed by Kelsey Mann, the film revisits Riley as she navigates the complexities of teenage life, with her emotions—Joy, Sadness, Anger, Fear, and Disgust—returning to guide her. The movie introduces new emotions, adding fresh dynamics and challenges. The animation is vibrant and expressive, capturing the nuanced portrayal of inner emotional worlds. With its clever storytelling, humor, and poignant moments, ""Inside Out 2"" resonates deeply with audiences, offering a thoughtful exploration of growing up and emotional resilience.",8.0
663c8e7718e80f9a66d98554,653346,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/kingdom-of-the-planet-of-the-apes-review/    ""Kingdom of the Planet of the Apes is an intriguing addition to the franchise, full of fascinating parallels and a thought-provoking exploration of Caesar’s legacy, despite some lack of depth linked to the motivations of some characters.    The exploration of important themes such as religion, war, and distinct perspectives on biblical figures leads to the most immersive moments of a film that takes time to find its rhythm. With a clear vision from Wes Ball and fantastic performances, the impressive motion-capture work contributes tremendously to a visually mesmerizing experience.    For fans of the saga, it’s a continuation worth following with interest, promising more moral reflections on the evolution of nature and the inevitable cycle of life.""    Rating: B",7.0
663f418fda58cf1d0fa40f99,653346,CinemaSerf,"Quick question. So it was a virus that led to the role reversal between the speaking humans and their ape counterparts? Now the apes have the upper hand and humanity is back in the caves. What I don't really get is why everything is in ruins and why there's an escalator in the middle of a forest full of zebras? Speech is crucial for communication, granted, but as the apes now thrive amidst the ruins of human construction I couldn't quite figure out why it was all decimated in the first place. Was there a war? Did I miss it? Anyway, Simian society still claims derivation from ""Caesar"" and in typical human fashion is just as divided. The apes live a peaceful life stealing the eagle's eggs from precariously perched nests so they can rear them themselves - and the eagles don't really seem to mind. The militaristic gorillas raid their village and drag them all to the seaside resort of ""Proximus"" where he is trying to break into an human, subterranean, vault. The raid caused havoc amongst the peaceable apes and left only ""Noa"" to try to free them. En route, he encounters ""Mae"" (Freya Allan) - an human who can speak, and upon arrival she befriends another talking person ""Trevathan"" (William H. Macy) who are both expected to help reach the treasures of the vault. She knows what's in there, and with the help of her new friends hopes to salvage what she was sent to retrieve - but without allowing any weapons inside to fall into enemy hands. It takes far too long to get going, this, but once we've established who is who and the story has kicked in, it's quite an exciting tale with some great visuals effects and just a little philosophy to keep it from falling into a trap of franchise mundanity. The acting isn't really up to much, but an enthusiastic effort from Kevin Durand as the menacing leader and some authentic looking acrobatics not seen since Johnny Weissmuller make for an entertaining episode in what is clearly a soap-style plot development where this is but an episode in a what happens next scenario.",7.0
6647b6493f44dc5e377879c9,653346,r96sk,"Has its moments, though overall I kinda found <em>'Kingdom of the Planet of the Apes'</em> a bit of a slog to sit through.    The original trilogy are films that I do enjoy, they're very good. This fourth installment, however, underwhelmed me throughout its 145 minute run time. It starts off a new plot, obviously given how <em>'War for the Planet of the Apes'</em> concluded, and the new characters and their stories didn't really interest me.    Some of the action is watchable, the military bunker angle is decent, the visual effects are strong (but we already knew that) and the bits directly with Noa and Raka are the film's best in my opinion. I don't, though, really recall much else about this and remember feeling quite nonplussed whilst watching; the literal final music-filled shot got me pumped though, out of nowhere. None of the cast (voice or otherwise) stand out, either.    I'd have finished this franchise with the 2017 flick, but very much sounds like the filmmakers are planning another trilogy with this one. Hopefully I'll enjoy those (and the inevitable 2030s 'new' trilogy... 😏) more.",6.0
665ed96ce1aa8153791c31cf,653346,Midi-chlorian_Count,"Just seen this and thought it was a pretty good edition to the series.    The CGI is now good enough for what is probably our first really in-depth look at the ape civilization following the fall of man.    Sure, it doesn't have as grandiose a story as Caesar's but it does a grand job of world building and showing us how the ape society of the distant future is functioning. The exploration of the mythology which has built up with regards to their past and Caesar's time is also interesting.    Proximus isn't even really a villain as such, which makes him and his vision for the future a nice counter to the uncertain goals of Noa's human companion.    Particularly enjoyed the ending, which, when you realise it is coming, you have to laugh as it has been set up throughout the movie.    And the little kicker was good too. Setting us up nicely for a sequel which may see this reboot series veer back towards it's origins.    Definitely well worth seeing if you're a fan of the reboot series...",6.0
666191a8d49c84c638b7848d,653346,Hotplix,"""Kingdom of the Planet of the Apes"" is a thrilling continuation of the acclaimed franchise, directed by Wes Ball. The film dives deeper into the evolving society of intelligent apes, showcasing stunning visual effects and a compelling narrative that explores themes of leadership, conflict, and coexistence. The performances, particularly by Andy Serkis as Caesar, are powerful and emotive, bringing depth to the characters and the story. With its blend of action, drama, and thought-provoking themes, ""Kingdom of the Planet of the Apes"" is a captivating addition to the series that will resonate with fans and newcomers alike.",8.0
6662b56f752063ec0ee97ce4,573435,CinemaSerf,"I'd completely forgotten about ""Bad Boys for Life"" (2020) but luckily there are were few flashbacks to remind me that ""Mike"" (Will Smith) had been the target of a son he didn't know about - ""Armando"" (Jacob Scipio) - and that both he and partner ""Marcus"" (Martin Lawrence) risked life and limb to get him behind bars. Well now, a few years later, ""Mike"" has just got married; ""Marcus"" has had a revelatory out-of-body experience and their beloved ""Capt. Howard"" (Joe Pantoliano) has been killed. The authorities become increasingly convinced that he was on the take from the drugs cartels. $20m in your bank account can arouse some suspicions - though the Porsche and beautiful waterside home of ""Mike"" might have too! Anyway, our duo are having none of these scurrilous allegations and decide to investigate. ""Howard"" expected some sort of disaster, so has left the pair some breadcrumbs that lead them to suspect that there is someone close to them who is corrupt. With the body count piling up, they turn to the incarcerated ""Armando"" who thinks he may be able to identify the ringleader. That just makes him a target too - so pretty soon it's a nimble, deadly and quite grumpy triumvirate who are on the trail of the murderers. From now on we have a standard and predicable action adventure with loads of lively pyrotechnics, car stunts and an hungry albino crocodile to accompany some quite witty repartee between the two men who are clearly very much at ease in each other's company. There's a bit of eye candy from Alexander Ludwig and the underused Vanessa Hudgens and the pace of the drama builds to a denouement that works well enough whilst screaming sequel at us loudly. It's nothing at all new, but is an engaging exercise in on-screen charisma and I did quite enjoy it.",7.0
6661353b8345e2cf91adcd34,1001311,MovieGuys,"Under Paris is rather ridiculous French Jaws wannabe.     Whilst this production is loaded down with the predictable woke tropes I've come to expect from Netflix productions, what really caught my attention was how idiotically implausible the story is.     In the opening scene a group of male divers is tasked with investigating predation at a oceanic rubbish site, that's ensnared dolphins and other dead, sea life.  Sharks soon turn up leading to the presence of a  female shark, the scientific group have been monitoring.Inexplicably the shark has essentially doubled in size, leading their all knowing female boss to ask the divers to take ""a sample"" from the monster for study, rather than following the sane and reasonable path of fleeing in terror. Predictably, the shark doesn't take this treatment too well and eats the divers. At this point our intrepid female lead having just witnessed the horrific attacks on her research ships monitors, dives into the water, to confront the monster with a spear gun, that would hardly scare a large Tuna.     Without spoiling things for those who want to watch this, it doesn't get any better from here on in. Really if you are going to make a film of this kind, is it truly that hard to make it, at least, a little believable?     The acting is alright, as are the action sequences but the sense of ""terror"" found in Jaws is largely absent. The key ingredient that drives, what is essentially a monster movie, forward.     In summary, sinks beneath its own unbelievable story and  bland exposition. If you really want a oceanic monster film, try Jaws instead.",5.0
6605b07b3fe797017bcb584b,823464,Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/godzilla-x-kong-the-new-empire-review/    ""Godzilla x Kong: The New Empire is a “more” version of the previous installment. More Hollow Earth, more Titans, more gloriously giant fights filled with fantastic visual effects… and much more nonsense too.    Through an openly absurd narrative, Adam Wingard takes the charm and chemistry of his cast to help focus the film’s main spotlight on the titanic protagonists, Godzilla and Kong, delivering two hours of pure, unadulterated entertainment.    It won’t convert the most skeptical, but it will certainly solidify the unashamed passion of MonsterVerse fans.""    Rating: B",7.0
660e8ae9149565017dbd77e1,823464,CinemaSerf,"It has to get at least three stars because it's got Dan Stevens (and his piercing eyes) in it. Otherwise, this is an entirely derivative and predictable effort that leaves nothing at all to our imagination. A truce has broken out since the last time (2021), with ""Kong"" ruling the roost deep in ""Hollow Earth""; ""Godzilla"" curled up asleep in the Coliseum and ""Ilene"" (Rebecca Hall) and the troubled ""Jia"" (Kaylee Hottle) keeping an eye on things for ""Monarch"" and mankind. ""Kong"" has a bad tooth so he comes to the humans for help. Fortunately, ""Trapper"" (the aforementioned DS) is a dab hand at grand-scale dentistry but it's while the ape is topside that alarm bells go off. ""Godzilla"" starts marauding again and an undiscovered vortex in the nether world requires investigation by ""Kong"" and his human pals. With ""Bernie"" (Brian Tyree Henry) back in the gang, off they all go to discover that a new menace has arrived, destroyed their monitoring outpost and it is now setting up a battle royal with just about every Titan left on Earth - above or below. Adam Winyard does just about everything on this film, and that shows in a complete lack of objectivity when evaluating this third rate adventure, the banal writing and equally lacklustre acting. It's as plain as the nose on your face why ""Godzilla' - who doesn't feature so much in this - is collecting energy, and when we do eventually get to them, the combat scenes are repetitive and too tightly choreographed. The scale is all over the place too. At times ""Kong"" appears the size of an house, at others he's more like a mouse. The visual effects are put to good use, but Hall just underwhelms, Henry talks way too much and Stevens' busky humour just doesn't hit home at all. I know it's difficult to keep coming up with new ideas for this genre and it must be difficult for the actors to constantly engage with nothing but some greenscreen, but the story is thin and the film reminds you of just about everything from ""Jurassic Park"" to episodes of ""Stargate"". It does need a big screen, though. On television it will be even more forgettable - but I did like the moth.",6.0
